,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU23520,12.1491,12.9052,11.9984,14.0191,13.8152,12.8864,12.0169,13.0958,12.329,12.5105,12.8074,13.0185,12.9591,12.9627,14.2673,13.2307,13.0958,14.3899,12.8452,13.4964,12.7213,13.7014,12.9515,11.9695,14.2673,12.3733,12.8878,11.2299,14.6064,12.9709,11.7397,14.6426,11.9456,12.7651,13.4964,12.6462,11.8997,12.0169,13.3178,12.5579,12.0567,11.9673,12.6462,13.341,13.4683,13.7846,13.3859,13.4683,12.9641,13.1867,13.7014,12.8452,13.5007,12.8054,12.1507,11.9456,13.1775,12.4761,11.7819,14.3665,12.5539,12.8452,13.7225,11.9014,11.9815,13.4683,12.9817,14.5761,12.7259,14.6426,14.4115,11.9673,12.8864,12.1507,12.7259,14.0191,14.0191,12.6763,13.2307,11.9673,12.6763,13.2901,12.6131,13.3885,13.0958,12.8491,12.9052,11.8997,14.5761,12.0392,12.6131,13.8152,13.6578,12.7213,12.8864,13.2339,14.3899,12.8452,11.9673,13.2541,14.2011,12.3941,11.6145,14.3428,13.3788,12.0735,14.3899,11.9979,14.5761,12.6839,13.7014,14.5761,12.5539,14.3899,12.7213,13.4964,12.6131,13.2685,13.6762,13.4964,13.6922,12.7259,12.3733,12.9515,13.377,14.6064,14.3665,13.7846,12.4187,13.4122,12.8452,11.2299,13.1556,13.3534,11.8408,12.2508
BSU05460,9.1621,10.4134,8.7124,9.4454,9.2407,9.4853,9.0315,9.6928,9.4365,9.6028,10.4935,9.8056,9.6506,9.0518,10.08,9.8584,9.6928,9.6339,9.1362,9.3583,9.7892,9.8583,9.5865,9.1367,10.08,8.7843,9.5043,8.1161,9.3665,9.6984,8.1883,9.6895,9.2456,9.7038,9.3583,9.6394,8.9353,9.0315,9.8475,9.142,9.08,9.3568,9.6394,9.6805,9.6648,9.0785,9.8843,9.6648,9.8769,9.5882,9.8583,9.1362,9.3235,9.4842,9.3994,9.2456,9.5561,9.5642,8.8993,9.3932,9.3086,9.1362,9.1466,8.738,8.7353,9.6648,9.648,9.1891,9.4669,9.6895,9.5971,9.3568,9.4853,9.3994,9.4669,9.4454,9.4454,9.3548,9.8584,9.3568,9.3548,9.6167,9.3199,10.0863,9.6928,9.3049,10.4134,8.9353,9.1891,8.8758,9.3199,9.2407,9.71,9.7892,9.4853,9.8931,9.6339,9.1362,9.3568,10.2313,9.5528,9.3906,9.8237,9.5685,10.3518,9.3733,9.6339,8.956,9.1891,9.5871,9.8583,9.1891,9.3086,9.6339,9.7892,9.3583,9.3199,9.7931,9.6963,9.3583,10.2344,9.4669,8.7843,9.5865,9.2768,9.3665,9.3932,9.0785,8.9417,9.759,9.1362,8.1161,9.3493,9.6067,8.9278,9.5564
BSU25200,13.8537,12.6806,14.2173,14.0392,13.9782,13.5052,13.7362,13.9334,13.1479,13.3195,12.4552,13.4343,13.5552,14.5319,13.2334,13.8708,13.9334,14.097,12.1585,14.1658,12.1327,13.7203,12.2105,12.9321,13.2334,12.8247,13.6988,12.9564,12.4796,13.6561,13.883,13.1869,13.2006,13.492,14.1658,13.2997,13.0365,13.7362,13.9654,14.2475,13.5336,13.7975,13.2997,13.3174,13.5645,14.2766,13.9864,13.5645,13.8283,13.8087,13.7203,12.1585,14.0834,13.4896,13.1581,13.2006,11.7531,13.3161,12.8072,14.2651,13.5254,12.1585,12.338,12.6924,14.1053,13.5645,13.7723,14.1853,13.5316,13.1869,13.1322,13.7975,13.5052,13.1581,13.5316,14.0392,14.0392,13.3291,13.8708,13.7975,13.3291,13.5866,13.419,13.7772,13.9334,13.3344,12.6806,13.0365,14.1853,12.8823,13.419,13.9782,12.9115,12.1327,13.5052,13.7991,14.097,12.1585,13.7975,14.2092,13.5384,13.3483,12.8715,14.8203,14.064,11.9224,14.097,13.728,14.1853,13.4402,13.7203,14.1853,13.5254,14.097,12.1327,14.1658,13.419,13.8168,12.9208,14.1658,14.3943,13.5316,12.8247,12.2105,14.3711,12.4796,14.2651,14.2766,13.5516,13.6718,12.1585,12.9564,13.3205,12.7417,13.0947,12.2083
BSU32140,9.8581,9.2452,10.0837,10.1173,8.9828,9.7282,9.4055,9.8159,9.9147,9.2053,9.3215,10.5945,10.4539,10.492,10.4987,10.2028,9.8159,10.0009,9.1769,9.2007,10.1436,10.5475,9.8078,9.2751,10.4987,8.8107,9.2194,9.1428,9.624,9.3212,10.5449,10.7265,8.9667,9.7374,9.2007,9.6064,8.8408,9.4055,9.609,9.4525,9.5729,9.3624,9.6064,11.0377,10.4226,9.4432,10.4393,10.4226,9.9546,10.0716,10.5475,9.1769,9.6269,9.7793,9.578,8.9667,10.0124,10.1443,8.7145,9.9428,9.2791,9.1769,9.2384,9.138,9.9244,10.4226,9.8539,10.2383,9.9529,10.7265,10.7867,9.3624,9.7282,9.578,9.9529,10.1173,10.1173,9.0581,10.2028,9.3624,9.0581,10.2426,9.7149,10.8596,9.8159,9.3862,9.2452,8.8408,10.2383,9.0613,9.7149,8.9828,10.588,10.1436,9.7282,9.7684,10.0009,9.1769,9.3624,9.6983,10.4486,9.3871,9.3561,10.9362,9.9143,9.9985,10.0009,9.7551,10.2383,9.7305,10.5475,10.2383,9.2791,10.0009,10.1436,9.2007,9.7149,10.0481,9.902,9.2007,10.1208,9.9529,8.8107,9.8078,9.5451,9.624,9.9428,9.4432,9.4824,9.6599,9.1769,9.1428,9.0323,9.7665,9.4005,10.1816
BSU40870,8.9819,8.166,8.5546,8.2318,9.1085,9.0199,8.5913,9.0757,8.8164,8.3652,8.3522,9.3734,9.0715,8.4468,8.965,8.9082,9.0757,8.3496,9.1758,8.1355,9.3808,9.3761,9.5432,8.7248,8.965,8.3009,8.4595,7.7669,8.7048,8.4459,8.6131,8.9872,8.4298,8.7744,8.1355,8.644,8.1067,8.5913,9.0096,8.3579,8.6085,8.6144,8.644,9.5846,9.2677,8.3488,9.4936,9.2677,9.0894,9.1795,9.3761,9.1758,8.0599,9.2213,8.7736,8.4298,9.6491,8.8564,7.9288,8.2722,8.5165,9.1758,8.5626,8.3069,8.4983,9.2677,8.8682,8.9372,8.945,8.9872,8.9763,8.6144,9.0199,8.7736,8.945,8.2318,8.2318,8.3325,8.9082,8.6144,8.3325,9.1178,8.8372,9.8924,9.0757,8.3639,8.166,8.1067,8.9372,8.4757,8.8372,9.1085,9.6118,9.3808,9.0199,8.8796,8.3496,9.1758,8.6144,9.0043,9.252,8.6586,9.0254,9.4605,9.3476,8.8861,8.3496,8.9447,8.9372,8.9209,9.3761,8.9372,8.5165,8.3496,9.3808,8.1355,8.8372,9.0798,8.7616,8.1355,9.1391,8.945,8.3009,9.5432,8.8259,8.7048,8.2722,8.3488,8.1993,8.6761,9.1758,7.7669,8.9227,9.5187,8.6212,9.1723
BSU10880,9.5235,10.0895,9.4999,9.1076,9.4178,8.8431,8.4047,9.3082,8.9944,9.2535,10.1412,9.1724,9.0381,8.7697,9.895,9.255,9.3082,9.8046,8.7412,8.9565,9.2739,9.2048,9.1152,8.8041,9.895,8.9184,9.3529,7.8779,9.1024,9.3826,8.6965,9.3578,9.0472,9.1053,8.9565,9.0879,8.5758,8.4047,9.579,8.8548,8.1889,7.9886,9.0879,9.2761,9.1637,9.0328,9.2072,9.1637,9.2714,9.2667,9.2048,8.7412,8.8604,9.0637,9.0257,9.0472,9.1658,9.1409,8.5458,9.7027,9.3314,8.7412,8.6465,8.5573,9.4361,9.1637,9.356,7.996,9.329,9.3578,9.438,7.9886,8.8431,9.0257,9.329,9.1076,9.1076,9.1913,9.255,7.9886,9.1913,9.5374,9.0204,9.4592,9.3082,8.9178,10.0895,8.5758,7.996,8.8737,9.0204,9.4178,9.155,9.2739,8.8431,9.9193,9.8046,8.7412,7.9886,9.1309,9.2668,9.4175,9.0488,8.4204,9.3314,8.9732,9.8046,9.5028,7.996,8.9079,9.2048,7.996,9.3314,9.8046,9.2739,8.9565,9.0204,9.3662,9.5473,8.9565,9.7861,9.329,8.9184,9.1152,8.8851,9.1024,9.7027,9.0328,8.5715,9.5579,8.7412,7.8779,8.8386,9.092,8.8562,9.0454
BSU39770,10.5846,11.8908,10.8164,14.1905,10.6004,10.9483,11.0286,11.2353,10.9509,11.0926,11.8803,11.0624,11.0723,11.8147,12.6775,11.5516,11.2353,11.7206,10.6294,11.8513,11.6983,11.1119,11.6276,10.4194,12.6775,10.2608,11.1148,9.9035,11.7038,11.6283,11.4542,11.1994,10.6492,11.2867,11.8513,11.0115,10.3806,11.0286,11.4914,12.6396,11.1195,11.299,11.0115,11.8917,11.0338,11.7079,11.054,11.0338,11.4751,11.2624,11.1119,10.6294,12.4076,11.1512,10.564,10.6492,11.7125,10.6664,10.7378,11.7391,10.9098,10.6294,11.276,9.982,10.7148,11.0338,11.29,10.149,10.971,11.1994,11.1602,11.299,10.9483,10.564,10.971,14.1905,14.1905,10.9758,11.5516,11.299,10.9758,10.9999,10.6078,11.3863,11.2353,10.5539,11.8908,10.3806,10.149,10.4932,10.6078,10.6004,11.6856,11.6983,10.9483,11.6389,11.7206,10.6294,11.299,12.3346,11.083,11.0691,10.6964,10.5258,12.4434,11.246,11.7206,10.4454,10.149,11.2508,11.1119,10.149,10.9098,11.7206,11.6983,11.8513,10.6078,11.3183,12.5372,11.8513,11.7563,10.971,10.2608,11.6276,11.9597,11.7038,11.7391,11.7079,11.9427,11.1161,10.6294,9.9035,11.1529,11.6971,10.6625,11.4267
BSU06140,9.7708,10.1571,9.7979,11.4756,9.397,9.76,10.0816,9.4095,9.4507,9.3918,10.4752,10.0091,9.9924,9.7616,10.2417,10.3742,9.4095,10.5878,9.6737,10.0845,10.3886,9.9258,10.0674,8.9825,10.2417,9.0009,9.517,8.4179,10.253,10.2692,10.3556,9.7697,9.315,9.3603,10.0845,9.2376,8.575,10.0816,9.7473,10.572,9.9075,9.7867,9.2376,10.5546,9.8716,10.6138,9.996,9.8716,9.5736,9.6166,9.9258,9.6737,10.7053,9.4431,9.1143,9.315,9.9822,9.4209,9.589,10.5715,9.458,9.6737,9.7718,8.8466,9.7553,9.8716,9.678,8.7652,9.4762,9.7697,10.09,9.7867,9.76,9.1143,9.4762,11.4756,11.4756,9.3294,10.3742,9.7867,9.3294,10.0148,9.7173,10.2601,9.4095,9.1571,10.1571,8.575,8.7652,8.8176,9.7173,9.397,10.5258,10.3886,9.76,9.9372,10.5878,9.6737,9.7867,10.712,9.7519,9.8633,9.3407,9.3239,10.8478,10.212,10.5878,9.4703,8.7652,9.3573,9.9258,8.7652,9.458,10.5878,10.3886,10.0845,9.7173,9.564,9.8316,10.0845,10.1355,9.4762,9.0009,10.0674,9.8102,10.253,10.5715,10.6138,10.1299,9.397,9.6737,8.4179,9.2462,10.3759,9.5191,10.2803
BSU34720,9.2326,10.6808,8.7297,10.7569,10.5637,10.8707,10.4077,10.9498,10.4334,9.5932,10.7441,10.6367,10.6137,10.5714,11.0149,10.5146,10.9498,11.4179,9.7442,11.1334,10.138,10.9933,10.0161,10.1078,11.0149,9.7035,10.2052,9.0425,10.6573,10.0278,8.5865,10.5812,9.5197,10.4602,11.1334,10.1646,9.8027,10.4077,10.7761,10.7553,10.5219,10.5606,10.1646,10.0974,10.7887,11.5865,11.0755,10.7887,10.8588,11.0624,10.9933,9.7442,11.3847,10.7664,10.3329,9.5197,9.9798,10.4818,9.4762,11.2313,10.4104,9.7442,10.353,9.6594,8.7915,10.7887,10.9648,10.3405,10.5078,10.5812,10.5169,10.5606,10.8707,10.3329,10.5078,10.7569,10.7569,9.8122,10.5146,10.5606,9.8122,10.7946,10.1406,11.3631,10.9498,9.9749,10.6808,9.8027,10.3405,10.017,10.1406,10.5637,10.4345,10.138,10.8707,10.7746,11.4179,9.7442,10.5606,10.2715,10.7448,10.1391,10.2836,11.2265,10.6298,9.6193,11.4179,8.9052,10.3405,10.7664,10.9933,10.3405,10.4104,11.4179,10.138,11.1334,10.1406,10.9206,10.4311,11.1334,10.8725,10.5078,9.7035,10.0161,11.0786,10.6573,11.2313,11.5865,10.4806,10.3724,9.7442,9.0425,10.6699,10.4551,9.9742,9.9862
BSU06860,10.8375,11.7396,11.1368,12.3029,10.612,11.9257,11.8485,12.014,11.5375,11.2825,11.7646,12.0396,11.8808,11.6647,12.4667,11.4669,12.014,12.5355,10.5221,12.1992,11.024,12.1319,11.1833,11.1885,12.4667,11.2993,11.6974,9.8978,11.1725,11.3752,11.321,12.1069,10.8653,11.5635,12.1992,11.4638,10.9928,11.8485,12.2577,11.516,11.2556,11.6701,11.4638,11.4675,11.9957,12.3572,11.9154,11.9957,11.9568,12.315,12.1319,10.5221,12.2866,11.4428,11.1982,10.8653,11.2708,11.6226,10.7242,12.1902,11.6341,10.5221,10.5878,10.8243,11.0988,11.9957,12.1036,11.0184,11.8374,12.1069,11.9837,11.6701,11.9257,11.1982,11.8374,12.3029,12.3029,11.4674,11.4669,11.6701,11.4674,12.2173,11.6916,11.9691,12.014,11.7958,11.7396,10.9928,11.0184,11.0579,11.6916,10.612,11.2618,11.024,11.9257,12.1214,12.5355,10.5221,11.6701,12.6639,12.0275,12.032,11.0491,11.7148,12.5734,11.3832,12.5355,10.8,11.0184,11.2401,12.1319,11.0184,11.6341,12.5355,11.024,12.1992,11.6916,12.2014,11.921,12.1992,11.8502,11.8374,11.2993,11.1833,11.8058,11.1725,12.1902,12.3572,11.1576,11.8069,10.5221,9.8978,11.2617,11.3518,11.6447,11.064
BSU33790,14.1895,10.7778,14.4771,12.2514,11.3557,12.3111,11.7884,12.8567,12.0299,11.8976,10.8874,13.0428,12.9029,11.2785,12.9337,12.6126,12.8567,11.6685,16.3454,11.8079,12.2074,16.4538,16.4211,11.4274,12.9337,11.0248,11.6105,9.7704,16.4384,11.8657,13.9107,15.9135,11.1496,11.9643,11.8079,11.6811,11.5648,11.7884,12.295,11.5632,11.4836,12.6147,11.6811,11.9314,16.1848,11.8038,16.1125,16.1848,13.9288,12.3571,16.4538,16.3454,11.705,14.849,12.3887,11.1496,16.4625,12.814,10.8796,11.6272,11.6591,16.3454,16.3522,11.9336,13.9933,16.1848,12.9661,13.2053,13.4835,15.9135,15.8926,12.6147,12.3111,12.3887,13.4835,12.2514,12.2514,11.4854,12.6126,12.6147,11.4854,13.1615,13.4521,15.6329,12.8567,11.7004,10.7778,11.5648,13.2053,11.5691,13.4521,11.3557,11.8559,12.2074,12.3111,12.1888,11.6685,16.3454,12.6147,12.4108,16.3147,11.2676,11.7148,13.2724,12.5791,12.0699,11.6685,13.9861,13.2053,12.2071,16.4538,13.2053,11.6591,11.6685,12.2074,11.8079,13.4521,13.2561,12.4988,11.8079,12.5208,13.4835,11.0248,16.4211,11.7112,16.4384,11.6272,11.8038,11.0856,12.2725,16.3454,9.7704,11.8836,16.4208,10.9258,12.0475
BSU02320,9.3116,9.5881,9.0748,10.6182,9.3124,10.231,10.5038,9.9811,9.9097,9.07,9.6526,9.4766,9.2187,9.2556,8.452,9.1475,9.9811,10.5382,10.5946,10.0363,9.6138,11.5145,11.231,9.3574,8.452,8.7162,9.4084,8.0631,11.5416,8.9938,9.1398,12.1206,8.9286,9.0239,10.0363,8.7344,8.6471,10.5038,10.0203,9.5603,10.5109,10.8106,8.7344,9.6113,11.7547,10.4608,11.289,11.7547,9.8875,10.3669,11.5145,10.5946,10.1001,10.2589,9.0521,8.9286,11.2297,9.12,8.7093,10.5409,9.481,10.5946,10.8575,8.651,9.0835,11.7547,9.7883,9.2039,9.5837,12.1206,12.0498,10.8106,10.231,9.0521,9.5837,10.6182,10.6182,9.072,9.1475,10.8106,9.072,9.6936,9.2555,11.3461,9.9811,9.1689,9.5881,8.6471,9.2039,8.9204,9.2555,9.3124,9.1959,9.6138,10.231,9.8822,10.5382,10.5946,10.8106,10.011,11.9379,9.3038,9.3185,9.581,10.3339,9.3449,10.5382,9.4203,9.2039,9.9297,11.5145,9.2039,9.481,10.5382,9.6138,10.0363,9.2555,10.0949,8.3925,10.0363,9.9924,9.5837,8.7162,11.231,9.6254,11.5416,10.5409,10.4608,9.4463,9.4127,10.5946,8.0631,9.1467,11.4331,9.7512,9.5228
BSU06700,10.4983,9.0347,10.2314,9.1163,11.0816,10.9649,9.1262,11.0418,10.3985,10.6765,8.626,10.9674,11.2207,10.4657,11.8057,9.9461,11.0418,9.8745,9.7981,9.8815,10.5688,11.06,10.5561,10.0771,11.8057,10.3201,10.8543,9.0148,8.243,10.7967,10.3702,11.2626,10.1484,10.5257,9.8815,10.5077,10.1845,9.1262,10.8947,10.4625,9.0389,9.3638,10.5077,11.0368,11.2299,9.9191,11.1834,11.2299,11.2005,11.089,11.06,9.7981,10.4218,10.847,10.3048,10.1484,10.6731,10.6954,9.9592,9.7817,10.7725,9.7981,8.8502,9.9826,10.4678,11.2299,11.4814,9.8233,10.9126,11.2626,11.0925,9.3638,10.9649,10.3048,10.9126,9.1163,9.1163,10.6785,9.9461,9.3638,10.6785,11.3444,10.928,11.1172,11.0418,10.6498,9.0347,10.1845,9.8233,10.1526,10.928,11.0816,10.2214,10.5688,10.9649,11.5125,9.8745,9.7981,9.3638,11.9514,10.816,10.7143,10.2419,10.6531,11.838,9.9089,9.8745,10.3327,9.8233,9.3409,11.06,9.8233,10.7725,9.8745,10.5688,9.8815,10.928,11.2211,10.6991,9.8815,10.348,10.9126,10.3201,10.5561,10.3615,8.243,9.7817,9.9191,9.857,11.0609,9.7981,9.0148,10.4575,10.4297,10.2823,10.0221
BSU24770,11.3579,10.5267,11.2374,11.8163,10.1776,11.8798,15.1406,12.2031,11.2701,12.7422,11.7199,13.3746,13.3301,8.8021,16.2111,13.8543,12.2031,10.4263,10.7767,9.1592,11.8529,10.8362,11.305,12.3815,16.2111,12.1846,13.8197,7.8735,13.5955,12.9916,12.5285,11.2392,12.6299,13.3001,9.1592,12.9045,12.2803,15.1406,13.963,8.7643,14.6651,14.5179,12.9045,11.7196,10.7218,9.0263,11.067,10.7218,12.9208,11.8172,10.8362,10.7767,8.7551,11.5384,12.9898,12.6299,11.4581,13.1261,12.9371,10.4453,12.6691,10.7767,11.4022,12.2721,11.0742,10.7218,12.0958,9.227,12.5835,11.2392,10.9155,14.5179,11.8798,12.9898,12.5835,11.8163,11.8163,13.6028,13.8543,14.5179,13.6028,13.8684,12.8081,11.0536,12.2031,13.4039,10.5267,12.2803,9.227,11.9928,12.8081,10.1776,11.5543,11.8529,11.8798,12.3773,10.4263,10.7767,14.5179,10.483,10.9224,11.5523,12.6062,9.6809,10.7836,12.7087,10.4263,11.374,9.227,12.2982,10.8362,9.227,12.6691,10.4263,11.8529,9.1592,12.8081,12.8492,15.6928,9.1592,14.6416,12.5835,12.1846,11.305,8.4673,13.5955,10.4453,9.0263,8.5074,12.8562,10.7767,7.8735,12.5955,11.2829,10.961,12.1633
BSU06540,9.0947,9.7332,9.1231,10.368,9.417,9.4088,8.9332,9.6322,9.2229,9.3056,9.7171,9.666,9.6359,8.8908,9.4198,9.7595,9.6322,10.0178,9.0227,9.6241,9.6345,9.7613,9.3398,8.9451,9.4198,9.1845,9.4087,8.124,9.6441,9.4141,8.7471,9.4905,9.107,9.3795,9.6241,9.7937,8.8288,8.9332,9.5285,9.2448,8.6547,8.6562,9.7937,9.649,9.5802,9.4249,9.9272,9.5802,9.4803,9.669,9.7613,9.0227,9.4253,9.2905,9.2234,9.107,9.3245,9.7052,9.0181,9.8134,9.5405,9.0227,9.1337,9.0497,9.1672,9.5802,9.6148,9.6446,9.8485,9.4905,9.5372,8.6562,9.4088,9.2234,9.8485,10.368,10.368,9.3227,9.7595,8.6562,9.3227,10.0664,9.6404,9.8982,9.6322,9.139,9.7332,8.8288,9.6446,8.9753,9.6404,9.417,9.5195,9.6345,9.4088,9.8221,10.0178,9.0227,8.6562,9.5577,9.4283,9.5495,9.3887,9.9496,9.6522,9.5419,10.0178,8.9887,9.6446,9.1313,9.7613,9.6446,9.5405,10.0178,9.6345,9.6241,9.6404,9.8606,8.9038,9.6241,9.6329,9.8485,9.1845,9.3398,9.1807,9.6441,9.8134,9.4249,8.9935,9.1847,9.0227,8.124,8.8542,9.4331,9.4167,9.3808
BSU02680,11.062,9.9772,11.4643,8.4169,11.8188,11.3307,9.5962,11.6982,10.6738,10.49,9.4611,11.7064,11.744,12.2522,11.9237,11.8027,11.6982,9.6156,9.3948,11.0001,9.9216,11.6036,10.6145,10.6444,11.9237,10.9214,11.4311,10.4476,8.366,10.7704,11.2034,10.8632,10.5164,11.1915,11.0001,11.0328,10.8856,9.5962,11.6149,11.7661,9.3951,9.4292,11.0328,11.7602,11.2555,10.6882,11.8275,11.2555,11.8762,11.8542,11.6036,9.3948,11.3898,11.0492,10.6761,10.5164,10.8527,11.1824,10.2635,9.339,11.1859,9.3948,8.8734,10.7161,11.5946,11.2555,11.6285,10.6065,11.4416,10.8632,10.4627,9.4292,11.3307,10.6761,11.4416,8.4169,8.4169,10.9406,11.8027,9.4292,10.9406,11.9574,11.4263,12.2474,11.6982,11.0724,9.9772,10.8856,10.6065,10.6717,11.4263,11.8188,10.7025,9.9216,11.3307,12.0002,9.6156,9.3948,9.4292,11.2296,11.016,11.27,10.9637,11.4918,11.3945,9.1709,9.6156,11.0227,10.6065,11.0586,11.6036,10.6065,11.1859,9.6156,9.9216,11.0001,11.4263,11.8346,11.3769,11.0001,11.7152,11.4416,10.9214,10.6145,12.5902,8.366,9.339,10.6882,11.0772,11.5443,9.3948,10.4476,11.2465,10.2675,10.3813,9.3584
BSU19540,10.6451,11.8038,10.7321,11.11,9.2367,10.1413,9.5836,11.0044,10.0558,10.1508,11.7778,10.7545,10.7155,9.7402,10.843,10.8557,11.0044,10.6908,9.5321,10.0534,10.365,10.7393,10.1206,10.2632,10.843,9.8973,10.3059,8.6122,10.2879,10.718,10.3855,10.9245,10.1224,10.8673,10.0534,10.7109,10.1108,9.5836,10.7663,9.843,9.5137,9.4516,10.7109,10.9722,10.2429,10.5328,10.8911,10.2429,10.9124,10.7166,10.7393,9.5321,10.0605,10.1454,10.6115,10.1224,10.103,10.8655,9.5951,10.7009,10.2469,9.5321,9.6165,9.7107,10.9791,10.2429,10.6606,10.8835,10.6182,10.9245,10.394,9.4516,10.1413,10.6115,10.6182,11.11,11.11,10.2533,10.8557,9.4516,10.2533,11.0666,10.3327,11.0847,11.0044,10.2681,11.8038,10.1108,10.8835,10.3053,10.3327,9.2367,10.5571,10.365,10.1413,10.7343,10.6908,9.5321,9.4516,10.5855,10.5727,10.152,10.6997,11.321,10.5225,10.3229,10.6908,10.4479,10.8835,10.4422,10.7393,10.8835,10.2469,10.6908,10.365,10.0534,10.3327,11.2277,10.2385,10.0534,10.9512,10.6182,9.8973,10.1206,9.942,10.2879,10.7009,10.5328,9.4123,10.4857,9.5321,8.6122,9.8885,10.2598,9.9291,10.2183
BSU18420,9.6174,9.9603,9.9003,9.0631,10.361,9.9412,8.7985,10.2856,9.458,9.3612,9.6838,10.0695,10.0394,9.3269,10.348,9.9822,10.2856,10.5234,9.4412,9.3225,10.1197,10.5123,9.8736,9.7129,10.348,9.2653,9.5978,8.4157,8.7343,9.5197,9.4839,10.0209,9.0844,9.8307,9.3225,9.7381,9.265,8.7985,9.9636,9.1624,8.6864,8.5411,9.7381,10.6114,10.2507,9.5497,10.8558,10.2507,10.2121,10.3227,10.5123,9.4412,9.7361,10.0709,9.7614,9.0844,9.8283,9.8667,8.7919,10.1425,9.5752,9.4412,9.1792,9.3109,10.0066,10.2507,10.0259,9.3946,9.985,10.0209,9.9532,8.5411,9.9412,9.7614,9.985,9.0631,9.0631,9.4072,9.9822,8.5411,9.4072,10.327,9.7056,10.9439,10.2856,9.462,9.9603,9.265,9.3946,9.2879,9.7056,10.361,10.2353,10.1197,9.9412,10.0239,10.5234,9.4412,8.5411,10.251,10.0594,9.4815,9.8135,9.9383,10.2719,9.6129,10.5234,9.5354,9.3946,9.9343,10.5123,9.3946,9.5752,10.5234,10.1197,9.3225,9.7056,10.3719,10.0598,9.3225,10.1669,9.985,9.2653,9.8736,9.6281,8.7343,10.1425,9.5497,9.0316,9.806,9.4412,8.4157,9.2861,10.0103,9.3016,9.7081
BSU10830,10.0915,10.077,10.3225,10.7506,10.4038,10.2996,10.041,10.7623,10.3676,10.2773,9.9984,10.524,10.4794,10.227,11.5592,10.6828,10.7623,10.9192,9.7457,10.3858,10.282,10.4013,9.975,9.9014,11.5592,9.9855,10.6919,8.7652,10.5293,10.6129,10.7064,10.2551,10.2242,10.6037,10.3858,10.3029,9.738,10.041,10.9339,10.5554,9.9687,9.7415,10.3029,11.0671,10.1431,10.9747,10.4705,10.1431,10.9153,10.6405,10.4013,9.7457,10.6827,10.511,10.2329,10.2242,9.8619,10.4169,9.8541,10.909,10.5544,9.7457,10.1171,9.6869,10.426,10.1431,10.7242,9.8886,10.5908,10.2551,10.2105,9.7415,10.2996,10.2329,10.5908,10.7506,10.7506,10.5057,10.6828,9.7415,10.5057,10.7524,10.3132,10.9171,10.7623,10.3684,10.077,9.738,9.8886,9.994,10.3132,10.4038,10.7142,10.282,10.2996,11.2188,10.9192,9.7457,9.7415,10.4966,10.1994,10.6454,9.9327,10.6432,10.6264,10.1284,10.9192,9.9865,9.8886,10.2885,10.4013,9.8886,10.5544,10.9192,10.282,10.3858,10.3132,10.7705,11.0684,10.3858,11.2851,10.5908,9.9855,9.975,10.508,10.5293,10.909,10.9747,10.068,10.7189,9.7457,8.7652,10.2022,10.369,9.8929,10.2349
