"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU09660"	11.8537	12.3425	11.232	10.4522	10.1671	9.6914	11.8379	12.3077	10.7198	10.6236	9.5331	10.025	12.0876	12.2726	10.7868	8.78	9.0851	10	9.3472	9.7421	9.548	9.6533	9.7731	10.5604	10.6816	11.3697	9.4163	10.9511	12.8289	13.001	13.4619	13.5783	13.1856	13.0095	12.8561	12.812	12.8289	12.5894	11.4471	11.9704	12.1491	12.491	13.3711	13.048	13.1623	12.7627	12.6557	11.8884	14.4206	12.3728	11.5616	13.3876	12.3073	10.9901	12.9318	12.4798	12.4824	12.6628	12.6095	12.6095	11.7628	10.3236	10.3236	12.1492	12.5402	12.5402	11.8438	11.0678	10.9726	12.0774	12.3293	10.7233	12.2666	10.8698	12.6712	11.2943	12.1337	12.3733	12.1801	12.5656	13.0872	12.8232	12.6082	12.8216	11.8698	12.898	13.1989	12.795	12.687	12.6131	12.7367	12.1972	11.9413	12.9748	13.0552	13.0206	12.9337	11.6746	12.5354	12.3098	12.1983	11.7412	12.2642	12.1002	12.3555	12.4048	13.0984	12.0918	12.6448	12.4704	11.8194	11.4525	12.1672	12.1867	12.4482	13.0982	12.216	12.1087	12.5846	12.305	12.7392	12.1863	11.9433	11.8838	12.7358	12.2095	12.9031	12.486	12.8199	12.1451
"BSU09670"	11.8674	13.9097	13.9046	14.4362	14.852	14.5954	11.494	13.8693	13.9536	14.419	14.8109	15.0409	12.0301	13.9369	14.1497	14.6212	14.7217	14.9648	13.7252	14.065	14.3061	13.7813	14.4153	9.478	9.5165	9.6756	8.4119	9.7811	11.2985	11.6745	13.9696	13.6157	13.5811	13.4463	13.2667	13.2356	13.3019	13.1435	13.7239	13.4793	13.5329	13.5335	14.2263	13.8618	14.2135	14.1579	12.7248	12.6366	12.7893	12.4098	12.5354	12.1149	12.2826	12.0261	11.561	13.4597	13.3968	13.5057	11.148	11.148	12.4581	12.2005	12.2005	11.4327	10.8506	10.8506	12.2877	11.9462	13.3129	12.2809	10.7641	11.1836	10.9915	11.1518	11.4235	11.0149	13.4768	13.417	13.1371	13.4424	13.5808	13.5723	13.4272	13.4508	12.2993	13.6901	13.789	13.4755	13.3795	13.2756	13.0321	12.6871	12.4824	13.082	13.5662	13.5147	13.6562	12.4188	13.0937	12.8106	12.8051	12.4683	12.8538	12.5656	13.1396	13.3361	13.4145	12.4133	13.0117	12.8228	12.9823	12.4345	12.9871	13.1597	13.0739	13.5975	12.9193	12.6358	12.9462	12.8394	13.5014	13.1347	12.9715	12.628	13.1763	13.0398	13.4659	13.1086	13.1654	13.2698
"BSU09680"	8.7309	7.3685	7.6041	8.422	8.6964	8.0611	9.4458	7.272	7.2362	8.9553	8.0173	7.8202	8.7081	7.2095	6.7797	7.6075	7.8491	8.1901	8.6781	9.4431	8.7289	9.5486	8.7586	12.9455	12.0195	12.5557	11.0473	12.4026	10.4305	10.7629	9.4293	9.6474	9.5077	9.2103	9.2045	9.5111	8.8693	8.3512	8.133	7.7184	7.9052	8.0003	7.7341	7.3253	7.5991	7.2836	11.4607	10.5076	8.9193	11.0994	10.1158	8.4852	11.3766	9.8703	8.1976	9.8724	9.7684	9.9592	11.035	11.035	11.5387	8.7343	8.7343	10.747	12.1157	12.1157	11.9555	11.2198	9.4251	12.4029	11.2768	10.0395	11.4381	11.5719	11.702	12.2513	9.3269	9.2404	9.0947	11.6748	12.0865	11.0624	11.1557	11.1177	10.3108	9.5507	9.5761	9.5308	11.1846	11.7529	12.1543	10.4224	10.1445	11.5084	9.2135	9.4384	9.498	9.9218	11.1868	11.0455	10.845	10.2752	10.6712	10.998	10.8275	9.7098	10.7442	9.9858	9.4731	10.0796	8.1661	9.9671	10.6069	9.5237	10.3465	10.8677	9.2509	9.6587	10.401	9.687	11.2246	10.7001	9.6659	9.5709	10.4587	9.7571	10.8591	10.693	10.224	8.1583
"BSU09690"	11.5572	7.7446	9.2544	8.8039	8.4437	8.5094	11.6182	7.7542	9.338	8.106	9.1436	8.8955	12.4272	7.704	10.0275	9.7354	8.8893	8.6152	9.3941	9.9712	9.7503	10.2396	9.5008	7.487	7.4483	6.9932	7.4242	7.5195	9.5452	9.2999	8.083	8.2076	7.9311	7.8917	8.3089	8.5807	8.6996	8.269	12.518	9.5171	9.2592	9.1584	9.308	8.6678	8.9433	9.2764	8.1121	12.68	8.0289	8.1824	12.7969	7.8011	9.4632	12.6797	7.8152	8.199	7.9252	7.9444	7.1281	7.1281	7.289	8.3577	8.3577	8.3535	6.5721	6.5721	7.3013	7.8795	9.1921	7.0194	6.9968	8.6959	6.9649	8.1002	6.7332	7.1098	9.4044	9.1242	9.5194	9.0598	9.1748	9.027	8.477	8.3444	8.5896	9.5384	9.69	10.1088	9.4265	8.8919	9.22	8.5959	8.5628	8.6795	9.7168	9.778	10.4774	9.1087	9.322	9.4389	9.6764	9.0192	8.3517	8.7814	9.4181	9.6878	9.6742	9.2341	9.4599	8.7879	8.3271	8.7037	9.0566	9.484	9.4953	10.1443	9.1195	8.6994	8.8395	8.0819	8.7359	8.5826	8.7582	8.7008	9.0463	8.5536	8.3536	8.2778	7.9501	7.8177
"BSU09700"	11.5949	13.1584	13.3613	13.3189	13.3095	13.14	11.4301	13.5656	12.87	12.9099	13.0869	12.7694	11.4861	13.1976	12.4452	11.5075	13.1499	13.9361	12.0727	13.3236	12.8121	12.1624	12.9639	8.9379	9.2483	10.4734	7.9827	8.8809	11.3956	12.0993	13.3849	13.2627	13.3705	13.3811	13.099	13.3159	13.33	12.909	12.7245	12.5726	13.0619	12.5168	13.4187	12.8758	13.4029	13.4109	12.0984	12.3515	12.1465	12.026	12.3863	11.1278	12.0125	11.451	10.6182	12.4311	12.8573	12.3855	11.9844	11.9844	12.5617	11.0365	11.0365	10.6864	11.4192	11.4192	12.3185	10.9154	12.968	12.1611	11.8074	11.8854	12.0168	11.9703	11.9626	12.5166	12.8651	13.0507	12.3878	13.2717	13.227	13.537	13.2958	13.3348	11.7924	11.3666	12.4462	12.5851	12.6358	13.1488	12.8323	11.8095	11.3267	12.8741	12.9612	13.7547	13.7669	12.4202	14.1863	13.011	12.477	12.3474	11.0831	11.6082	12.7698	12.3498	12.8754	11.763	12.5173	12.4403	12.4125	11.6175	12.1669	12.106	12.7717	11.4365	12.1021	11.9369	12.0408	12.3401	13.0054	12.2996	12.0114	10.5588	12.2388	12.1225	12.3439	12.0694	12.9499	12.2554
"BSU09710"	11.1208	11.9092	10.9601	11.2568	11.9364	12.4293	11.0617	11.8903	11.1612	11.7218	11.6343	12.438	10.9032	12.0452	10.7032	11.5095	11.3357	12.6802	12.9237	12.8279	13.5053	12.017	14.0269	8.8455	8.898	9.229	7.8272	8.9993	9.643	10.0037	11.0767	10.8272	10.8803	10.6804	11.4964	12.228	11.7218	11.0931	10.3649	10.3273	10.1684	10.1517	10.8752	10.2446	10.7537	10.8271	9.6137	10.9765	11.54	9.4992	10.6123	10.5317	9.1265	10.3601	9.9223	9.8053	9.7	9.9045	9.1274	9.1274	9.9284	9.6518	9.6518	9.8388	9.5631	9.5631	9.7771	10.0854	10.5762	10.0328	8.9795	9.3048	9.3613	9.3728	9.5183	8.9439	9.7218	9.6493	9.3601	9.8813	9.8736	9.7854	9.7792	10.1372	9.5559	9.5133	9.3308	9.2555	9.3249	9.1627	9.2281	8.4257	8.7796	9.7275	9.7848	9.8956	9.9385	8.9498	9.6314	9.377	9.1158	9.1207	9.5361	9.8526	9.3614	9.4574	9.9684	9.004	9.4064	9.3499	9.293	8.3803	8.8759	8.9128	9.2666	9.7126	9.0012	8.8075	9.2021	8.9907	9.2475	8.7576	8.8575	8.7277	8.9467	9.1968	9.5341	9.0388	9.5434	9.6204
"BSU09720"	11.2451	11.8385	10.6799	11.1822	11.9139	12.2685	11.1555	11.8183	10.933	11.44	11.7175	12.5037	11.1288	11.8606	10.6076	11.6242	11.3189	12.5132	12.9307	12.8204	13.5644	12.054	14.0555	8.7194	8.6194	8.9151	7.859	8.7765	9.7392	10.1518	10.8956	10.6761	10.5374	10.3841	10.9123	11.6611	11.2194	10.6957	10.6868	10.2736	10.0449	10.0542	10.6786	10.1688	10.6094	10.6903	9.3792	10.8182	11.1027	9.2387	10.5272	10.2664	9.1226	10.2591	9.764	9.7134	9.6583	9.7336	9.0843	9.0843	9.9692	9.5982	9.5982	9.7754	9.1411	9.1411	9.6377	9.9113	10.5913	9.823	9.1264	9.0688	9.223	9.0969	9.3915	8.8238	9.62	9.4908	9.1579	9.7317	9.8867	9.6788	9.6674	9.9367	9.5519	9.4047	9.3885	9.0962	9.089	9.0042	9.1237	8.3065	8.558	9.8416	9.6917	9.841	9.8135	8.8312	9.438	9.1615	9.1489	8.9408	9.3454	9.8081	9.2372	9.3356	9.8025	8.9662	9.3747	9.2233	9.3287	8.259	8.755	8.7669	9.1314	9.682	8.8977	8.7109	9.0731	8.8805	9.163	8.6902	8.7759	8.5404	8.9693	9.0857	9.3646	8.9127	9.2897	9.333
"BSU09730"	10.4851	10.8824	10.6953	10.3444	10.2537	10.3387	10.3439	11.0202	10.5262	10.2744	10.2003	10.5022	10.5596	10.8688	10.7121	9.4416	9.737	10.508	9.8558	10.4124	10.3278	10.3473	10.2592	10.8013	10.7985	10.9806	9.4349	10.7645	10.1268	10.3444	10.9529	10.7429	10.7716	10.4535	10.4051	10.5691	10.8729	10.7034	10.8182	10.4741	10.1287	9.9383	10.419	9.7564	9.8806	9.7847	10.9156	11.4339	9.6325	10.5967	11.0681	9.2457	10.8559	10.7612	9.0703	10.5981	10.6821	10.6611	11.4802	11.4802	11.0556	10.2367	10.2367	11.2907	11.7569	11.7569	11.5037	10.4913	11.1174	11.6041	11.3186	11.3842	11.3958	11.3088	11.4098	11.368	10.7156	10.6778	10.2691	10.8537	11.1596	11.1196	11.0048	10.9842	10.0675	11.3603	11.1179	10.9131	10.9769	10.9536	10.9129	10.3927	10.2753	11.0726	10.9569	10.8438	10.9171	9.9735	10.7329	10.5397	10.8866	10.1883	10.6662	10.519	10.8262	11.0053	11.0421	10.4579	10.8174	10.766	10.126	10.1837	10.7142	10.801	11.025	11.735	10.6811	10.3788	10.8316	10.3716	11.4038	10.9614	10.8911	10.6113	11.2809	10.8913	11.4536	11.165	10.9195	10.5357
"BSU09740"	6.5884	6.8726	7.3442	7.6934	9.0034	10.8936	6.7083	6.9399	6.8823	7.6568	8.8761	10.6253	7.0391	6.6455	6.9192	8.4909	8.6725	11.1871	11.5308	12.441	12.3103	12.1728	12.0918	7.4245	7.2379	6.6043	7.4341	7.2073	8.4597	8.5515	6.8521	6.8728	6.737	6.872	6.6381	6.4437	6.2549	6.4144	7.4587	7.1374	7.7054	7.8498	7.2562	7.2607	7.5686	7.3067	6.6693	7.2103	6.8322	6.6653	6.7127	7.0892	6.9167	7.2946	7.2973	7.0099	6.769	6.774	7.0358	7.0358	6.9756	7.5465	7.5465	6.6912	6.4091	6.4091	6.6456	7.2609	7.15	6.4115	6.8845	7.1322	6.8758	7.2385	6.3345	6.682	7.4637	6.6678	6.6272	6.3043	6.6016	6.8545	6.2929	6.402	7.6648	7.3442	6.4926	5.6754	6.34	6.8331	6.7529	6.1636	7.0917	7.5712	6.4089	7.0281	6.5935	6.8714	6.5566	7.2631	7.5787	7.0695	7.4205	8.0616	6.9658	7.2021	6.9143	7.0643	7.0782	6.8404	7.0092	6.2379	6.3932	6.1236	6.4758	7.4101	6.9117	6.7062	6.9064	6.2188	6.6724	7.1247	7.3542	7.1148	6.8193	6.8196	6.7681	7.0243	6.5013	6.7988
"BSU09750"	8.2447	8.2177	8.3581	10.549	15.529	16.3356	8.4338	8.3749	7.9165	10.8903	15.8816	16.3564	8.7747	8.1828	8.3735	15.3747	16.0992	16.3173	16.243	16.2707	16.3421	16.3515	16.3534	7.6732	7.5164	7.1334	7.686	7.5554	8.5346	8.6255	13.0176	11.6911	9.8091	7.9577	7.2541	6.9549	6.8859	7.0227	8.1551	7.6399	8.0123	8.0956	7.6158	7.7075	9.5135	11.7012	7.9531	8.7943	7.4041	7.6295	8.4034	7.6856	7.4311	8.269	7.7712	8.7957	8.603	9.5596	7.3072	7.3072	7.4821	7.6629	7.6629	7.199	6.9767	6.9767	7.3247	7.5547	7.7609	7.2334	7.2501	7.5671	7.2923	7.5788	7.1809	7.1586	8.7726	8.2569	7.8776	8.0973	7.9875	8.198	7.7123	7.7715	7.9494	7.4581	6.8405	6.5301	6.6535	7.0578	6.8912	6.5046	6.7688	7.6775	6.7499	7.306	7.141	6.7751	6.8838	7.2074	7.8546	7.2799	7.5436	8.3647	8.6041	8.2753	8.1746	7.8319	7.7647	7.5675	7.1864	6.5247	7.3787	7.1894	7.2822	7.6928	7.169	7.1102	7.2582	6.6607	7.2366	7.3806	7.5829	7.2433	7.7194	7.08	7.1737	7.4269	7.0528	7.0811
"BSU09760"	7.5225	8.4441	8.6559	9.2067	9.1403	9.1062	7.7593	8.7774	8.1381	8.8076	9.9967	9.5195	8.3135	8.7533	9.1132	9.4673	9.4616	9.7811	9.7017	10.3597	9.8533	10.0528	9.5349	8.0015	7.6861	7.2913	7.7369	7.8021	8.9308	9.1652	8.4449	8.6734	8.0315	8.1311	8.2951	8.7682	8.2135	8.2572	9.1964	8.8591	8.9644	9.1289	9.3959	8.8682	9.0321	9.0488	7.532	8.5297	8.5934	7.7055	8.2875	8.4224	7.9361	8.3244	8.9085	8.2879	8.2839	8.0268	8.306	8.306	8.747	8.2237	8.2237	7.7567	7.531	7.531	7.9777	7.8353	9.1419	7.8349	7.8193	8.0719	7.9975	8.0027	8.0436	7.7159	9.4858	9.585	9.0724	9.4604	8.615	9.5423	9.198	9.382	8.6123	8.3919	8.491	9.0987	9.252	9.402	8.1813	8.5716	8.6206	8.7407	8.9418	9.0797	9.5427	8.6612	9.3777	9.2893	8.9787	8.8941	8.0067	8.8154	9.2246	9.2973	8.6991	8.1944	8.5278	8.8334	8.6536	8.6855	8.8983	8.8762	8.8616	8.4884	8.8696	8.7715	8.9284	8.6738	8.935	9.1147	8.8692	8.7924	8.8164	8.5205	8.5684	9.0921	8.3809	8.4986
"BSU09770"	7.0411	7.3972	7.6132	12.9776	14.8675	15.1418	7.3156	7.4696	7.3768	13.205	14.8449	15.2515	7.492	7.3967	7.3637	14.7032	14.6862	15.4742	14.2213	14.2942	14.9293	14.1409	14.9851	7.8905	7.6545	7.9107	7.5365	7.7865	8.1101	8.1841	10.9261	10.3987	9.6502	9.01	8.8403	9.2266	9.4731	9.0506	9.8628	9.5081	9.3641	9.0958	9.543	9.4713	10.7686	11.669	7.3452	9.1486	7.3429	7.2397	8.9551	7.3535	7.6512	9.0142	7.4464	8.1758	8.2025	8.4188	8.0078	8.0078	7.1979	7.5194	7.5194	7.7135	7.5022	7.5022	7.26	7.4906	7.2417	7.2524	7.5947	7.3548	7.731	7.4368	7.456	7.0442	7.9482	7.3549	7.2338	7.4056	7.629	7.4968	7.2926	7.4975	7.9713	7.7924	7.1924	7.0969	7.0925	7.4406	7.4268	6.8516	7.0876	7.8957	6.97	7.5032	7.3091	6.9597	7.1575	7.4276	7.849	7.5484	7.6838	8.2376	7.3827	7.5493	7.5866	7.4219	7.611	7.4475	7.3473	6.7295	7.0371	7.0278	7.2772	8.1318	7.3783	7.3367	7.4393	6.8899	7.6161	7.5837	7.6974	7.5765	7.6862	7.6464	7.9184	7.7649	7.38	7.1397
"BSU09780"	6.724	6.9985	7.668	13.4193	15.1766	15.2733	7.1353	7.0299	7.5224	13.7043	14.956	15.4342	7.2342	6.677	7.4531	14.8306	14.9286	15.5776	14.6371	14.5012	14.9832	14.442	15.1149	7.3987	7.5	7.0436	7.4851	7.8297	8.5067	8.4704	11.4322	10.6192	9.9067	8.9207	8.0528	8.0652	7.8655	7.6755	8.6142	8.301	8.4379	8.4059	8.8523	9.5736	11.0205	12.0987	6.9837	7.429	7.1457	7.0434	7.0718	7.3546	7.1889	7.6886	7.4267	8.015	7.9917	8.5051	7.2041	7.2041	7.0833	7.5366	7.5366	7.0093	6.5553	6.5553	6.7464	7.3524	7.1809	6.607	6.9203	7.1773	7.0633	7.2441	6.5691	6.8328	7.7602	7.1505	7.0624	7.1116	7.0107	7.1345	6.9326	7.1543	7.9206	7.5358	6.9029	6.703	6.4454	6.9975	6.9867	6.3905	7.1306	7.7621	6.63	7.3049	6.9473	6.8714	7.004	7.3088	7.6875	7.5758	7.8065	8.2625	7.0673	7.3046	7.1486	7.1604	7.1156	7.4534	7.3126	6.4701	6.7966	6.4786	6.6743	7.5526	7.0618	7.0156	7.1156	6.5054	7.1269	7.3984	7.5107	7.6544	7.1929	7.0516	7.0465	7.3091	6.8285	6.8649
"BSU09790"	10.7465	11.0668	10.4296	11.2142	12.0045	11.7147	10.7724	10.924	10.3457	11.6099	11.4999	12.173	10.6759	11.1888	10.0839	11.4086	11.3598	12.1829	11.4589	11.7211	12.0894	11.454	12.0163	11.7163	11.5946	11.9186	9.936	11.8126	10.03	10.3152	11.4893	11.2223	11.1659	10.8472	10.837	10.9643	10.829	10.7193	10.2163	9.9849	9.5709	9.4859	10.1413	9.9034	10.3482	10.3947	11.4944	12.5056	11.0673	11.1765	12.272	10.2863	11.361	11.9069	9.9413	10.9428	10.9201	11.0112	12.1768	12.1768	11.7995	10.3897	10.3897	12.1825	12.3625	12.3625	12.305	11.5632	11.115	12.3862	11.9838	12.3801	12.1414	12.5675	12.26	12.5432	10.8406	10.8534	10.916	11.1608	11.583	11.4382	11.4428	11.4897	10.5969	11.1686	11.4297	11.3081	11.2062	10.9997	11.3387	10.668	10.7182	11.4397	11.0511	11.0773	11.208	10.1196	10.8104	10.7449	10.5556	10.5423	10.9341	11.0144	11.3793	11.3131	11.7	10.9482	11.3736	11.2881	10.3754	10.6304	11.0227	10.9791	11.3949	11.7657	11.0623	10.7259	11.3921	10.7434	11.9238	11.4803	11.0043	11.0146	11.6666	11.6759	12.0087	11.3872	11.528	11.0429
"BSU09800"	12.0732	10.9611	10.4282	12.249	13.7826	13.8667	12.1086	11.1785	10.0277	12.1298	13.9593	14.3985	12.3119	11.1139	10.3198	13.9958	13.6935	14.1114	12.8545	12.9034	13.3911	12.5591	13.4749	11.4498	10.7004	11.5539	10.1975	11.2752	11.651	12.06	11.4203	11.616	11.3785	10.9005	10.7236	11.0918	10.8708	10.5095	9.5762	9.4257	9.1773	9.2683	9.712	9.5957	10.0696	10.4416	12.0233	12.0919	12.4422	11.8575	11.7401	12.0279	12.2122	11.6273	11.3835	11.6817	11.764	11.7099	13.2544	13.2544	12.3828	10.3906	10.3906	12.7623	12.6569	12.6569	12.3985	11.5536	11.6506	12.3138	12.7948	12.5129	12.7017	12.5347	12.8039	12.5521	11.5525	11.5276	11.4009	11.8308	12.0142	12.3339	12.3735	12.2694	11.2728	11.6101	11.636	11.5942	11.8622	12.1485	11.8589	11.007	11.2084	11.914	11.3285	11.3739	11.5974	10.4335	11.6606	11.5447	11.2338	11.1142	11.3922	11.5659	11.9754	12.1555	12.2005	11.5586	12.0892	12.2308	10.7216	11.2049	11.9468	12.1176	12.0182	12.6137	12.0514	11.6649	12.0568	11.5227	12.6457	12.6291	11.9816	11.2831	12.3719	12.1472	12.2862	11.6369	11.8593	11.0281
"BSU09810"	8.8207	10.2829	9.9373	10.3936	10.7861	10.371	9.1442	10.1334	9.8194	10.4129	10.2631	10.4064	9.0392	10.1191	9.5534	9.6501	9.8529	10.6063	9.5982	10.0755	9.7503	10.0963	9.8245	9.1755	9.4175	9.5233	8.1286	9.6983	9.7777	9.8355	10.4208	10.2587	10.4194	10.3475	10.4963	10.693	10.8274	10.6539	10.0856	9.5488	9.6876	9.6948	10.3182	9.6897	10.0498	10.0665	9.6494	11.0048	8.8988	9.5298	10.747	8.8833	9.4325	10.7584	8.6843	9.6859	9.5357	9.5836	9.9256	9.9256	10.0144	9.8276	9.8276	10.0415	10.198	10.198	10.5903	13.065	14.0455	13.8782	9.9366	10.8846	10.1593	11.1054	10.5465	10.9254	9.1436	9.1827	9.047	9.3983	9.5837	9.5708	9.4944	9.6867	9.4383	9.657	9.3306	9.2115	9.0807	9.1809	9.3804	8.519	8.789	9.8493	9.4634	9.7483	9.7277	8.7775	9.4882	9.3584	9.3477	9.2701	9.8638	10.0968	9.3251	9.426	9.6442	9.0982	9.5215	9.5471	9.4461	8.5301	8.8443	8.9264	9.1788	10.1359	9.0293	8.7623	9.2883	9.0404	9.6416	9.2904	9.1037	8.9302	9.6283	9.6695	9.7486	9.5386	9.9162	9.6952
"BSU09830"	9.3976	10.2387	9.9164	15.2257	15.3988	14.9421	9.6464	10.1225	9.9461	14.9831	15.5029	15.4142	9.9367	10.0919	9.7396	15.1555	15.2947	15.3857	13.8793	14.5011	14.6662	14.1292	14.8278	9.1657	9.6209	9.3561	8.4581	10.0993	9.0675	9.3453	10.3417	9.6965	9.1357	8.5154	8.1235	8.3567	8.1654	9.0806	9.3566	9.0145	9.0855	9.3213	10.7604	11.9027	12.9887	13.3419	8.0451	9.2793	8.537	7.8489	9.0943	8.1766	7.9529	8.9746	8.166	8.6673	8.9621	9.3332	8.8655	8.8655	9.6239	9.8455	9.8455	8.7792	10.279	10.279	9.1872	9.955	10.4917	8.9767	9.1768	8.0265	9.7029	9.4713	8.8472	9.4537	8.6073	8.3033	7.2062	7.207	7.1491	7.4078	6.9669	7.2932	8.0078	8.4863	8.4213	6.9873	6.798	7.0696	6.978	6.5123	7.3541	7.7545	8.2717	8.4623	7.144	6.8037	7.009	7.2895	7.7559	7.572	7.5794	8.1345	7.7734	7.4733	7.1321	7.1391	7.2168	7.265	8.2252	7.1515	7.3064	6.6178	6.7825	7.59	7.0272	7.1333	7.2067	6.9673	7.8921	7.7709	7.5299	7.6053	7.0868	7.0864	7.2224	7.464	7.4178	7.8323
"BSU09840"	9.2845	9.6038	9.1176	12.0925	12.503	11.8628	10.1378	9.366	8.9389	11.9119	12.3651	12.282	9.8722	9.6951	8.7937	12.3871	12.0423	12.3584	11.068	11.3506	11.7203	11.0836	11.7962	11.6876	11.3205	11.9046	10.0816	11.8471	11.0904	11.4343	10.6721	10.4518	10.2928	10.0518	10.0111	10.085	9.8197	9.5477	8.8825	8.5098	8.5121	8.7146	9.1696	9.0743	9.8747	10.1827	10.8789	11.3714	9.6416	10.593	10.917	9.0575	10.6365	10.5544	8.7609	10.1436	10.0853	10.2062	11.0808	11.0808	9.902	8.3901	8.3901	10.7115	11.7424	11.7424	10.4451	9.9995	9.0835	11.0172	10.9643	8.9744	11.3479	9.616	11.6064	10.0562	10.2404	10.1966	9.8825	10.7661	10.993	10.8059	10.7277	10.7757	10.1293	10.5679	10.497	10.423	10.6196	10.7934	10.8202	9.801	10.0258	10.9118	10.2492	10.2549	10.4178	9.5249	10.4517	10.1844	10.0349	9.8138	10.2352	10.3214	10.7254	10.3217	10.8573	10.0572	10.5017	10.3605	9.5046	9.9126	10.4	10.3334	10.5761	11.1976	10.206	10.0952	10.3831	10.0501	11.2308	10.7723	10.2844	10.2058	10.7767	10.7095	11.1584	10.7094	10.6271	9.6394
"BSU09850"	8.4178	8.7051	8.6802	10.3106	11.2444	11.6581	8.4559	8.7521	8.5342	10.1128	11.3729	11.8561	8.3669	8.5799	8.1684	10.7064	10.6764	11.8058	10.6521	11.2516	11.5308	11.1094	11.4526	10.6397	10.1362	10.5733	9.1294	9.9807	8.812	9.0231	9.8292	9.5196	9.8219	9.7219	9.9119	10.1382	10.3093	10.3745	10.4706	10.0172	9.7096	9.4059	10.1081	9.5387	10.0246	10.2315	8.4124	10.0019	8.3107	8.1644	9.7307	8.0343	8.4528	9.4626	7.8026	8.9546	9.019	9.0248	10.1142	10.1142	8.9422	8.5236	8.5236	9.5486	10.4096	10.4096	9.6253	9.0232	9.4068	9.8588	9.3676	11.5395	9.411	12.1852	9.1299	11.6718	9.3359	9.3322	9.7014	9.6155	9.7208	9.7625	9.7778	9.9258	8.9376	9.8361	10.0629	10.4242	9.9284	9.3902	9.5811	8.9423	8.8134	9.4721	9.8501	9.9406	10.6922	9.4332	9.665	9.2622	9.5917	9.2857	9.568	9.4756	9.8423	9.8287	10.4702	9.619	10.2333	9.9784	9.122	8.7464	9.503	9.8153	10.1349	10.6055	9.6661	9.7615	9.9862	9.1933	10.3576	9.7088	9.603	9.2374	10.3257	10.5368	10.9487	10.1376	9.9728	9.4337
